time,x,y,z,yaw,setpoint_x,setpoint_y,setpoint_z,setpoint_yaw,setpoint_speed,current_speed,mode,distance_to_target,light_intensity,gradient_angle,gradient_magnitude
0.064,-3.611732,-1.301143,0.409997,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.2,-1000.0,0.0000
0.096,-3.611732,-1.301143,0.413345,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.2,-1000.0,0.0000
0.128,-3.611732,-1.301143,0.417982,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.2,-1000.0,0.0000
0.160,-3.611732,-1.301143,0.423909,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.2,-1000.0,0.0000
0.192,-3.611732,-1.301143,0.431087,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.2,-1000.0,0.0000
0.224,-3.611732,-1.301143,0.439476,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.2,-1000.0,0.0000
0.256,-3.611732,-1.301143,0.449040,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.2,-1000.0,0.0000
0.288,-3.611732,-1.301143,0.459741,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.3,-1000.0,0.0000
0.320,-3.611732,-1.301143,0.471545,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.3,-1000.0,0.0000
0.352,-3.611732,-1.301143,0.484415,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.3,-1000.0,0.0000
0.384,-3.611732,-1.301143,0.498319,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.3,-1000.0,0.0000
0.416,-3.611732,-1.301143,0.513222,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.3,-1000.0,0.0000
0.448,-3.611732,-1.301143,0.529095,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.3,-1000.0,0.0000
0.480,-3.611732,-1.301143,0.545904,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.3,-1000.0,0.0000
0.512,-3.611732,-1.301143,0.563619,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.4,-1000.0,0.0000
0.544,-3.611732,-1.301143,0.582212,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.4,-1000.0,0.0000
0.576,-3.611732,-1.301143,0.601654,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.4,-1000.0,0.0000
0.608,-3.611732,-1.301143,0.621917,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.4,-1000.0,0.0000
0.640,-3.611732,-1.301143,0.642974,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.4,-1000.0,0.0000
0.672,-3.611732,-1.301143,0.664655,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.5,-1000.0,0.0000
0.704,-3.611732,-1.301143,0.686825,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.5,-1000.0,0.0000
0.736,-3.611732,-1.301143,0.709387,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.5,-1000.0,0.0000
0.768,-3.611732,-1.301143,0.732258,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.5,-1000.0,0.0000
0.800,-3.611732,-1.301143,0.755364,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.5,-1000.0,0.0000
0.832,-3.611732,-1.301143,0.778644,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.6,-1000.0,0.0000
0.864,-3.611732,-1.301143,0.802043,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.6,-1000.0,0.0000
0.896,-3.611732,-1.301143,0.825514,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.6,-1000.0,0.0000
0.928,-3.611732,-1.301143,0.849016,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.6,-1000.0,0.0000
0.960,-3.611732,-1.301143,0.872513,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.6,-1000.0,0.0000
0.992,-3.611732,-1.301143,0.895972,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.7,-1000.0,0.0000
1.024,-3.611732,-1.301143,0.919367,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,32.7,-1000.0,0.0000
1.056,-3.611732,-1.301143,0.942672,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.7,-1000.0,0.0000
1.088,-3.611732,-1.301143,0.965868,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.7,-1000.0,0.0000
1.120,-3.611732,-1.301143,0.988934,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.7,-1000.0,0.0000
1.152,-3.611732,-1.301143,1.011856,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.7,-1000.0,0.0000
1.184,-3.611732,-1.301143,1.034617,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.8,-1000.0,0.0000
1.216,-3.611732,-1.301143,1.057207,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.8,-1000.0,0.0000
1.248,-3.611732,-1.301143,1.079613,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.8,-1000.0,0.0000
1.280,-3.611732,-1.301143,1.101826,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.8,-1000.0,0.0000
1.312,-3.611732,-1.301143,1.123839,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.8,-1000.0,0.0000
1.344,-3.611732,-1.301143,1.145645,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.8,-1000.0,0.0000
1.376,-3.611732,-1.301143,1.167237,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.8,-1000.0,0.0000
1.408,-3.611732,-1.301143,1.188617,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.9,-1000.0,0.0000
1.440,-3.611732,-1.301143,1.209788,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.9,-1000.0,0.0000
1.472,-3.611732,-1.301143,1.230752,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.9,-1000.0,0.0000
1.504,-3.611732,-1.301143,1.251511,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.9,-1000.0,0.0000
1.536,-3.611732,-1.301143,1.272069,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.9,-1000.0,0.0000
1.568,-3.611732,-1.301143,1.292426,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.9,-1000.0,0.0000
1.600,-3.611732,-1.301143,1.312585,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.9,-1000.0,0.0000
1.632,-3.611732,-1.301143,1.332548,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.9,-1000.0,0.0000
1.664,-3.611732,-1.301143,1.352317,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.9,-1000.0,0.0000
1.696,-3.611732,-1.301143,1.371894,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.9,-1000.0,0.0000
1.728,-3.611732,-1.301143,1.391281,-0.000000,-3.611732,-1.301143,2.000000,-0.000000,0.000,0.000,FORWARD,11.027,32.9,-1000.0,0.0000
1.760,-3.611732,-1.301143,1.410481,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,33.0,-1000.0,0.0000
1.792,-3.611732,-1.301143,1.429494,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,33.0,-1000.0,0.0000
1.824,-3.611732,-1.301143,1.448323,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,33.0,-1000.0,0.0000
1.856,-3.611732,-1.301143,1.466970,0.000000,-3.611732,-1.301143,2.000000,0.000000,0.000,0.000,FORWARD,11.027,33.0,-1000.0,0.0000
1.888,-3.606932,-1.301143,1.485437,0.000000,-3.606932,-1.301143,2.000000,0.004800,0.150,0.000,EXPLORING,11.027,33.0,-1000.0,0.0000
1.920,-3.602132,-1.301140,1.503701,0.000742,-3.602132,-1.301140,2.000000,0.009600,0.150,0.006,EXPLORING,11.023,33.0,-1000.0,0.0000
1.952,-3.597332,-1.301132,1.521785,0.001667,-3.597332,-1.301132,2.000000,0.014400,0.150,0.007,EXPLORING,11.019,33.0,-1000.0,0.0000
1.984,-3.592532,-1.301118,1.539687,0.002927,-3.592532,-1.301118,2.000000,0.019200,0.150,0.009,EXPLORING,11.015,33.1,-1000.0,0.0000
2.016,-3.587732,-1.301096,1.557410,0.004451,-3.587732,-1.301096,2.000000,0.024000,0.150,0.011,EXPLORING,11.011,33.1,-1000.0,0.0000
2.048,-3.582933,-1.301066,1.574957,0.006240,-3.582933,-1.301066,2.000000,0.028800,0.150,0.012,EXPLORING,11.007,33.2,-1000.0,0.0000
2.080,-3.578133,-1.301027,1.592332,0.008271,-3.578133,-1.301027,2.000000,0.033600,0.150,0.014,EXPLORING,11.003,33.2,-1000.0,0.0000
2.112,-3.573333,-1.300976,1.609537,0.010533,-3.573333,-1.300976,2.000000,0.038400,0.150,0.016,EXPLORING,11.000,33.3,-1000.0,0.0000
2.144,-3.568533,-1.300914,1.626575,0.013010,-3.568533,-1.300914,2.000000,0.043200,0.150,0.017,EXPLORING,10.996,33.4,-1000.0,0.0000
2.176,-3.563734,-1.300838,1.643449,0.015688,-3.563734,-1.300838,2.000000,0.048000,0.150,0.019,EXPLORING,10.992,33.4,-1000.0,0.0000
2.208,-3.558935,-1.300749,1.660161,0.018556,-3.558935,-1.300749,2.000000,0.052800,0.150,0.021,EXPLORING,10.988,33.5,-1000.0,0.0000
2.240,-3.554136,-1.300646,1.676715,0.021601,-3.554136,-1.300646,2.000000,0.057600,0.150,0.022,EXPLORING,10.984,33.6,-1000.0,0.0000
2.272,-3.549337,-1.300527,1.693112,0.024812,-3.549337,-1.300527,2.000000,0.062400,0.150,0.024,EXPLORING,10.980,33.7,-1000.0,0.0000
2.304,-3.544539,-1.300391,1.709356,0.028180,-3.544539,-1.300391,2.000000,0.067200,0.150,0.025,EXPLORING,10.976,33.8,-1000.0,0.0000
2.336,-3.539742,-1.300239,1.725449,0.031694,-3.539742,-1.300239,2.000000,0.072000,0.150,0.027,EXPLORING,10.972,33.9,-1000.0,0.0000
2.368,-3.534945,-1.300070,1.741391,0.035346,-3.534945,-1.300070,2.000000,0.076800,0.150,0.029,EXPLORING,10.969,33.9,-1000.0,0.0000
2.400,-3.530148,-1.299882,1.757186,0.039123,-3.530148,-1.299882,2.000000,0.081600,0.150,0.030,EXPLORING,10.965,34.0,-1000.0,0.0000
2.432,-3.525353,-1.299675,1.772835,0.043015,-3.525353,-1.299675,2.000000,0.086400,0.150,0.032,EXPLORING,10.961,34.1,-1000.0,0.0000
2.464,-3.520558,-1.299450,1.788339,0.047012,-3.520558,-1.299450,2.000000,0.091200,0.150,0.033,EXPLORING,10.957,34.2,-1000.0,0.0000
2.496,-3.515764,-1.299205,1.803700,0.051107,-3.515764,-1.299205,2.000000,0.096000,0.150,0.035,EXPLORING,10.953,34.3,-1000.0,0.0000
2.528,-3.510972,-1.298939,1.818917,0.055290,-3.510972,-1.298939,2.000000,0.100800,0.150,0.036,EXPLORING,10.949,34.4,-1000.0,0.0000
2.560,-3.506180,-1.298654,1.833992,0.059556,-3.506180,-1.298654,2.000000,0.105600,0.150,0.038,EXPLORING,10.945,34.5,-1000.0,0.0000
2.592,-3.501390,-1.298347,1.848926,0.063897,-3.501390,-1.298347,2.000000,0.110400,0.150,0.039,EXPLORING,10.941,34.6,-1000.0,0.0000
2.624,-3.496601,-1.298020,1.863718,0.068307,-3.496601,-1.298020,2.000000,0.115200,0.150,0.040,EXPLORING,10.937,34.7,-1000.0,0.0000
2.656,-3.491814,-1.297671,1.878370,0.072781,-3.491814,-1.297671,2.000000,0.120000,0.150,0.042,EXPLORING,10.933,34.9,-1000.0,0.0000
2.688,-3.487028,-1.297300,1.892879,0.077315,-3.487028,-1.297300,2.000000,0.124800,0.150,0.043,EXPLORING,10.929,35.0,-1000.0,0.0000
2.720,-3.482244,-1.296907,1.907248,0.081903,-3.482244,-1.296907,2.000000,0.129600,0.150,0.044,EXPLORING,10.925,35.1,-1000.0,0.0000
2.752,-3.477462,-1.296492,1.921475,0.086541,-3.477462,-1.296492,2.000000,0.134400,0.150,0.045,EXPLORING,10.921,35.2,-1000.0,0.0000
2.784,-3.472682,-1.296055,1.935561,0.091226,-3.472682,-1.296055,2.000000,0.139200,0.150,0.046,EXPLORING,10.917,35.3,-1000.0,0.0000
2.816,-3.467904,-1.295595,1.949505,0.095953,-3.467904,-1.295595,2.000000,0.144000,0.150,0.047,EXPLORING,10.913,35.4,-1000.0,0.0000
2.848,-3.463129,-1.295112,1.963306,0.100720,-3.463129,-1.295112,2.000000,0.148800,0.150,0.048,EXPLORING,10.909,35.5,-1000.0,0.0000
2.880,-3.458355,-1.294607,1.976966,0.105523,-3.458355,-1.294607,2.000000,0.153600,0.150,0.049,EXPLORING,10.904,35.6,-1000.0,0.0000
2.912,-3.453585,-1.294078,1.990483,0.110359,-3.453585,-1.294078,2.000000,0.158400,0.150,0.049,EXPLORING,10.900,35.7,-1000.0,0.0000
2.944,-3.448816,-1.293526,2.003858,0.115225,-3.448816,-1.293526,2.000000,0.163200,0.150,0.050,EXPLORING,10.896,35.8,-1000.0,0.0000
2.976,-3.444051,-1.292951,2.017091,0.120120,-3.444051,-1.292951,2.000000,0.168000,0.150,0.051,EXPLORING,10.892,35.9,-1000.0,0.0000
3.008,-3.439289,-1.292353,2.030182,0.125039,-3.439289,-1.292353,2.000000,0.172800,0.150,0.051,EXPLORING,10.888,36.0,-1000.0,0.0000
3.040,-3.434529,-1.291730,2.043132,0.129981,-3.434529,-1.291730,2.000000,0.177600,0.150,0.052,EXPLORING,10.884,36.1,-1000.0,0.0000
3.072,-3.429773,-1.291085,2.055940,0.134945,-3.429773,-1.291085,2.000000,0.182400,0.150,0.052,EXPLORING,10.880,36.2,-1000.0,0.0000
3.104,-3.425020,-1.290415,2.068608,0.139927,-3.425020,-1.290415,2.000000,0.187200,0.150,0.053,EXPLORING,10.876,36.4,-1000.0,0.0000
3.136,-3.420270,-1.289722,2.081137,0.144925,-3.420270,-1.289722,2.000000,0.192000,0.150,0.053,EXPLORING,10.871,36.5,-1000.0,0.0000
3.168,-3.415524,-1.289005,2.093527,0.149940,-3.415524,-1.289005,2.000000,0.196800,0.150,0.054,EXPLORING,10.867,36.6,-1000.0,0.0000
3.200,-3.410781,-1.288264,2.105780,0.154968,-3.410781,-1.288264,2.000000,0.201600,0.150,0.055,EXPLORING,10.863,36.7,-1000.0,0.0000
3.232,-3.406043,-1.287499,2.117897,0.160008,-3.406043,-1.287499,2.000000,0.206400,0.150,0.055,EXPLORING,10.859,36.8,-1000.0,0.0000
3.264,-3.401308,-1.286711,2.129879,0.165060,-3.401308,-1.286711,2.000000,0.211200,0.150,0.056,EXPLORING,10.855,36.9,-1000.0,0.0000
3.296,-3.396577,-1.285898,2.141728,0.170121,-3.396577,-1.285898,2.000000,0.216000,0.150,0.056,EXPLORING,10.850,37.0,-1000.0,0.0000
3.328,-3.391851,-1.285061,2.153447,0.175192,-3.391851,-1.285061,2.000000,0.220800,0.150,0.057,EXPLORING,10.846,37.1,-1000.0,0.0000
3.360,-3.387128,-1.284201,2.165035,0.180271,-3.387128,-1.284201,2.000000,0.225600,0.150,0.058,EXPLORING,10.842,37.2,-1000.0,0.0000
3.392,-3.382411,-1.283316,2.176497,0.185357,-3.382411,-1.283316,2.000000,0.230400,0.150,0.058,EXPLORING,10.838,37.3,-1000.0,0.0000
3.424,-3.377697,-1.282407,2.187832,0.190450,-3.377697,-1.282407,2.000000,0.235200,0.150,0.059,EXPLORING,10.833,37.4,-1000.0,0.0000
3.456,-3.372989,-1.281475,2.199045,0.195548,-3.372989,-1.281475,2.000000,0.240000,0.150,0.060,EXPLORING,10.829,37.5,-1000.0,0.0000
3.488,-3.368285,-1.280518,2.210136,0.200652,-3.368285,-1.280518,2.000000,0.244800,0.150,0.061,EXPLORING,10.825,37.6,-1000.0,0.0000
3.520,-3.363586,-1.279537,2.221108,0.205759,-3.363586,-1.279537,2.000000,0.249600,0.150,0.062,EXPLORING,10.820,37.7,-1000.0,0.0000
3.552,-3.358893,-1.278533,2.231962,0.210870,-3.358893,-1.278533,2.000000,0.254400,0.150,0.063,EXPLORING,10.816,37.8,-1000.0,0.0000
3.584,-3.354204,-1.277504,2.242700,0.215984,-3.354204,-1.277504,2.000000,0.259200,0.150,0.064,EXPLORING,10.812,37.9,-1000.0,0.0000
3.616,-3.349521,-1.276451,2.253325,0.221100,-3.349521,-1.276451,2.000000,0.264000,0.150,0.065,EXPLORING,10.807,38.0,-1000.0,0.0000
3.648,-3.344843,-1.275375,2.263838,0.226218,-3.344843,-1.275375,2.000000,0.268800,0.150,0.066,EXPLORING,10.803,38.1,-1000.0,0.0000
3.680,-3.340171,-1.274274,2.274240,0.231337,-3.340171,-1.274274,2.000000,0.273600,0.150,0.067,EXPLORING,10.799,38.2,-1000.0,0.0000
3.712,-3.335505,-1.273150,2.284533,0.236456,-3.335505,-1.273150,2.000000,0.278400,0.150,0.068,EXPLORING,10.794,38.3,-1000.0,0.0000
3.744,-3.330844,-1.272002,2.294718,0.241575,-3.330844,-1.272002,2.000000,0.283200,0.150,0.069,EXPLORING,10.790,38.4,-1000.0,0.0000
3.776,-3.326190,-1.270829,2.304795,0.246694,-3.326190,-1.270829,2.000000,0.288000,0.150,0.070,EXPLORING,10.786,38.4,-1000.0,0.0000
3.808,-3.321541,-1.269633,2.314766,0.251812,-3.321541,-1.269633,2.000000,0.292800,0.150,0.072,EXPLORING,10.781,38.5,-1000.0,0.0000
3.840,-3.316898,-1.268414,2.324631,0.256929,-3.316898,-1.268414,2.000000,0.297600,0.150,0.073,EXPLORING,10.777,38.6,-1000.0,0.0000
3.872,-3.312262,-1.267170,2.334389,0.262046,-3.312262,-1.267170,2.000000,0.302400,0.150,0.074,EXPLORING,10.772,38.7,-1000.0,0.0000
3.904,-3.307633,-1.265903,2.344042,0.267161,-3.307633,-1.265903,2.000000,0.307200,0.150,0.075,EXPLORING,10.768,38.8,-1000.0,0.0000
3.936,-3.303009,-1.264612,2.353589,0.272276,-3.303009,-1.264612,2.000000,0.312000,0.150,0.076,EXPLORING,10.763,38.9,-1000.0,0.0000
3.968,-3.298393,-1.263298,2.363030,0.277389,-3.298393,-1.263298,2.000000,0.316800,0.150,0.077,EXPLORING,10.759,39.0,-1000.0,0.0000
4.000,-3.293783,-1.261960,2.372364,0.282502,-3.293783,-1.261960,2.000000,0.321600,0.150,0.078,EXPLORING,10.755,39.1,-1000.0,0.0000
4.032,-3.289180,-1.260598,2.381590,0.287614,-3.289180,-1.260598,2.000000,0.326400,0.150,0.078,EXPLORING,10.750,39.2,-1000.0,0.0000
4.064,-3.284585,-1.259213,2.390709,0.292726,-3.284585,-1.259213,2.000000,0.331200,0.150,0.079,EXPLORING,10.746,39.2,-1000.0,0.0000
4.096,-3.279996,-1.257804,2.399719,0.297837,-3.279996,-1.257804,2.000000,0.336000,0.150,0.080,EXPLORING,10.741,39.3,-1000.0,0.0000
4.128,-3.275414,-1.256372,2.408619,0.302948,-3.275414,-1.256372,2.000000,0.340800,0.150,0.081,EXPLORING,10.737,39.4,-1000.0,0.0000
4.160,-3.270840,-1.254917,2.417409,0.308058,-3.270840,-1.254917,2.000000,0.345600,0.150,0.081,EXPLORING,10.732,39.5,-1000.0,0.0000
4.192,-3.266274,-1.253438,2.426088,0.313167,-3.266274,-1.253438,2.000000,0.350400,0.150,0.082,EXPLORING,10.728,39.6,-1000.0,0.0000
4.224,-3.261715,-1.251936,2.434656,0.318276,-3.261715,-1.251936,2.000000,0.355200,0.150,0.082,EXPLORING,10.723,39.7,-1000.0,0.0000
4.256,-3.257164,-1.250411,2.443111,0.323383,-3.257164,-1.250411,2.000000,0.360000,0.150,0.083,EXPLORING,10.719,39.7,-1000.0,0.0000
4.288,-3.252620,-1.248862,2.451453,0.328489,-3.252620,-1.248862,2.000000,0.364800,0.150,0.083,EXPLORING,10.714,39.8,-1000.0,0.0000
4.320,-3.248085,-1.247291,2.459682,0.333594,-3.248085,-1.247291,2.000000,0.369600,0.150,0.083,EXPLORING,10.710,39.9,-1000.0,0.0000
4.352,-3.243558,-1.245696,2.467798,0.338697,-3.243558,-1.245696,2.000000,0.374400,0.150,0.083,EXPLORING,10.705,40.0,-1000.0,0.0000
4.384,-3.239039,-1.244078,2.475800,0.343798,-3.239039,-1.244078,2.000000,0.379200,0.150,0.084,EXPLORING,10.700,40.0,-1000.0,0.0000
4.416,-3.234528,-1.242437,2.483688,0.348897,-3.234528,-1.242437,2.000000,0.384000,0.150,0.084,EXPLORING,10.696,40.1,-1000.0,0.0000
4.448,-3.230025,-1.240773,2.491463,0.353993,-3.230025,-1.240773,2.000000,0.388800,0.150,0.084,EXPLORING,10.691,40.2,-1000.0,0.0000
4.480,-3.225532,-1.239086,2.499126,0.359086,-3.225532,-1.239086,2.000000,0.393600,0.150,0.084,EXPLORING,10.687,40.3,-1000.0,0.0000
4.512,-3.221046,-1.237377,2.506675,0.364177,-3.221046,-1.237377,2.000000,0.398400,0.150,0.085,EXPLORING,10.682,40.3,-1000.0,0.0000
4.544,-3.216570,-1.235644,2.514114,0.369266,-3.216570,-1.235644,2.000000,0.403200,0.150,0.085,EXPLORING,10.678,40.4,-1000.0,0.0000
4.576,-3.212102,-1.233889,2.521441,0.374352,-3.212102,-1.233889,2.000000,0.408000,0.150,0.085,EXPLORING,10.673,40.5,-1000.0,0.0000
4.608,-3.207644,-1.232111,2.528659,0.379436,-3.207644,-1.232111,2.000000,0.412800,0.150,0.085,EXPLORING,10.668,40.6,-1000.0,0.0000
4.640,-3.203194,-1.230310,2.535768,0.384518,-3.203194,-1.230310,2.000000,0.417600,0.150,0.086,EXPLORING,10.664,40.6,-1000.0,0.0000
4.672,-3.198754,-1.228487,2.542770,0.389598,-3.198754,-1.228487,2.000000,0.422400,0.150,0.086,EXPLORING,10.659,40.7,-1000.0,0.0000
4.704,-3.194323,-1.226642,2.549666,0.394676,-3.194323,-1.226642,2.000000,0.427200,0.150,0.086,EXPLORING,10.655,40.8,-1000.0,0.0000
4.736,-3.189901,-1.224774,2.556458,0.399754,-3.189901,-1.224774,2.000000,0.432000,0.150,0.087,EXPLORING,10.650,40.8,-1000.0,0.0000
4.768,-3.185489,-1.222883,2.563148,0.404829,-3.185489,-1.222883,2.000000,0.436800,0.150,0.087,EXPLORING,10.645,40.9,-1000.0,0.0000
4.800,-3.181087,-1.220970,2.569736,0.409904,-3.181087,-1.220970,2.000000,0.441600,0.150,0.088,EXPLORING,10.641,41.0,-1000.0,0.0000
4.832,-3.176694,-1.219035,2.576226,0.414977,-3.176694,-1.219035,2.000000,0.446400,0.150,0.088,EXPLORING,10.636,41.0,-1000.0,0.0000
4.864,-3.172312,-1.217077,2.582617,0.420049,-3.172312,-1.217077,2.000000,0.451200,0.150,0.089,EXPLORING,10.631,41.1,-1000.0,0.0000
4.896,-3.167939,-1.215098,2.588913,0.425119,-3.167939,-1.215098,2.000000,0.456000,0.150,0.090,EXPLORING,10.627,41.1,-1000.0,0.0000
4.928,-3.163576,-1.213096,2.595114,0.430187,-3.163576,-1.213096,2.000000,0.460800,0.150,0.091,EXPLORING,10.622,41.2,-1000.0,0.0000
4.960,-3.159224,-1.211072,2.601222,0.435252,-3.159224,-1.211072,2.000000,0.465600,0.150,0.091,EXPLORING,10.617,41.3,-1000.0,0.0000
4.992,-3.154882,-1.209026,2.607238,0.440315,-3.154882,-1.209026,2.000000,0.470400,0.150,0.092,EXPLORING,10.613,41.3,-1000.0,0.0000
5.024,-3.150550,-1.206958,2.613164,0.445376,-3.150550,-1.206958,2.000000,0.475200,0.150,0.093,EXPLORING,10.608,41.4,-1000.0,0.0000
5.056,-3.146229,-1.204869,2.619000,0.450433,-3.146229,-1.204869,2.000000,0.480000,0.150,0.094,EXPLORING,10.603,41.4,-1000.0,0.0000
5.088,-3.141918,-1.202757,2.624748,0.455486,-3.141918,-1.202757,2.000000,0.484800,0.150,0.095,EXPLORING,10.599,41.5,-1000.0,0.0000
5.120,-3.137618,-1.200624,2.630407,0.460536,-3.137618,-1.200624,2.000000,0.489600,0.150,0.096,EXPLORING,10.594,41.5,-1000.0,0.0000
5.152,-3.133329,-1.198469,2.635979,0.465582,-3.133329,-1.198469,2.000000,0.494400,0.150,0.097,EXPLORING,10.589,41.6,-1000.0,0.0000
5.184,-3.129051,-1.196292,2.641463,0.470625,-3.129051,-1.196292,2.000000,0.499200,0.150,0.098,EXPLORING,10.585,41.7,-1000.0,0.0000
5.216,-3.124784,-1.194094,2.646859,0.475664,-3.124784,-1.194094,2.000000,0.504000,0.150,0.098,EXPLORING,10.580,41.7,-1000.0,0.0000
5.248,-3.120528,-1.191875,2.652168,0.480700,-3.120528,-1.191875,2.000000,0.508800,0.150,0.099,EXPLORING,10.575,41.8,-1000.0,0.0000
5.280,-3.116283,-1.189634,2.657388,0.485733,-3.116283,-1.189634,2.000000,0.513600,0.150,0.100,EXPLORING,10.570,41.8,-1000.0,0.0000
5.312,-3.112049,-1.187372,2.662519,0.490763,-3.112049,-1.187372,2.000000,-0.026648,0.150,0.101,SEEKING,10.566,41.9,-1.5,19.0405
5.344,-3.103603,-1.182809,2.667551,0.495299,-3.103603,-1.182809,2.000000,-0.026648,0.300,0.104,SEEKING,10.561,41.9,-1.5,19.0405
5.376,-3.095172,-1.178218,2.672469,0.498662,-3.095172,-1.178218,2.000000,-0.026648,0.300,0.111,SEEKING,10.551,42.0,-1.5,19.0405
5.408,-3.086755,-1.173602,2.677289,0.501602,-3.086755,-1.173602,2.000000,-0.026648,0.300,0.113,SEEKING,10.542,42.0,-1.5,19.0405
5.440,-3.078348,-1.168966,2.682007,0.503928,-3.078348,-1.168966,2.000000,-0.026648,0.300,0.117,SEEKING,10.533,42.0,-1.5,19.0405
