time,x,y,z,yaw,setpoint_x,setpoint_y,setpoint_z,setpoint_yaw,setpoint_speed,current_speed,mode
8.160,-2.913,-0.492,10.089,-3.048,-3.612,-1.301,10.000,-172.986,0.200,0.049,CIRCLE
8.192,-2.916,-0.486,10.114,-3.035,-3.612,-1.301,10.000,-172.253,0.200,0.049,CIRCLE
8.224,-2.918,-0.479,10.138,-3.022,-3.612,-1.301,10.000,-171.520,0.200,0.050,CIRCLE
8.256,-2.921,-0.472,10.162,-3.009,-3.612,-1.301,10.000,-170.786,0.200,0.050,CIRCLE
8.288,-2.923,-0.466,10.185,-2.996,-3.612,-1.301,10.000,-170.053,0.200,0.051,CIRCLE
8.320,-2.926,-0.459,10.209,-2.983,-3.612,-1.301,10.000,-169.319,0.200,0.052,CIRCLE
8.352,-2.929,-0.453,10.232,-2.970,-3.612,-1.301,10.000,-168.586,0.200,0.052,CIRCLE
8.384,-2.932,-0.446,10.255,-2.957,-3.612,-1.301,10.000,-167.853,0.200,0.053,CIRCLE
8.416,-2.935,-0.440,10.278,-2.944,-3.612,-1.301,10.000,-167.119,0.200,0.053,CIRCLE
8.448,-2.938,-0.433,10.300,-2.931,-3.612,-1.301,10.000,-166.386,0.200,0.053,CIRCLE
8.480,-2.941,-0.427,10.323,-2.918,-3.612,-1.301,10.000,-165.653,0.200,0.054,CIRCLE
8.512,-2.944,-0.421,10.345,-2.904,-3.612,-1.301,10.000,-164.919,0.200,0.054,CIRCLE
8.544,-2.948,-0.414,10.367,-2.891,-3.612,-1.301,10.000,-164.186,0.200,0.054,CIRCLE
8.576,-2.951,-0.408,10.389,-2.878,-3.612,-1.301,10.000,-163.452,0.200,0.054,CIRCLE
8.608,-2.955,-0.402,10.410,-2.865,-3.612,-1.301,10.000,-162.719,0.200,0.054,CIRCLE
8.640,-2.958,-0.396,10.431,-2.852,-3.612,-1.301,10.000,-161.986,0.200,0.053,CIRCLE
8.672,-2.962,-0.390,10.453,-2.839,-3.612,-1.301,10.000,-161.252,0.200,0.053,CIRCLE
8.704,-2.966,-0.384,10.474,-2.826,-3.612,-1.301,10.000,-160.519,0.200,0.052,CIRCLE
8.736,-2.970,-0.378,10.494,-2.813,-3.612,-1.301,10.000,-159.785,0.200,0.052,CIRCLE
8.768,-2.973,-0.372,10.515,-2.800,-3.612,-1.301,10.000,-159.052,0.200,0.051,CIRCLE
8.800,-2.977,-0.366,10.535,-2.787,-3.612,-1.301,10.000,-158.319,0.200,0.050,CIRCLE
8.832,-2.981,-0.360,10.555,-2.774,-3.612,-1.301,10.000,-157.585,0.200,0.049,CIRCLE
8.864,-2.985,-0.354,10.575,-2.761,-3.612,-1.301,10.000,-156.852,0.200,0.048,CIRCLE
8.896,-2.989,-0.348,10.595,-2.748,-3.612,-1.301,10.000,-156.119,0.200,0.047,CIRCLE
8.928,-2.993,-0.342,10.614,-2.735,-3.612,-1.301,10.000,-155.385,0.200,0.045,CIRCLE
8.960,-2.998,-0.337,10.633,-2.722,-3.612,-1.301,10.000,-154.652,0.200,0.044,CIRCLE
8.992,-3.002,-0.331,10.652,-2.709,-3.612,-1.301,10.000,-153.918,0.200,0.043,CIRCLE
9.024,-3.006,-0.325,10.671,-2.696,-3.612,-1.301,10.000,-153.185,0.200,0.042,CIRCLE
9.056,-3.010,-0.319,10.690,-2.683,-3.612,-1.301,10.000,-152.452,0.200,0.041,CIRCLE
9.088,-3.015,-0.314,10.708,-2.670,-3.612,-1.301,10.000,-151.718,0.200,0.040,CIRCLE
9.120,-3.019,-0.308,10.727,-2.657,-3.612,-1.301,10.000,-150.985,0.200,0.039,CIRCLE
9.152,-3.023,-0.302,10.745,-2.644,-3.612,-1.301,10.000,-150.251,0.200,0.039,CIRCLE
9.184,-3.028,-0.297,10.762,-2.631,-3.612,-1.301,10.000,-149.518,0.200,0.038,CIRCLE
9.216,-3.033,-0.291,10.780,-2.618,-3.612,-1.301,10.000,-148.785,0.200,0.038,CIRCLE
9.248,-3.037,-0.286,10.798,-2.605,-3.612,-1.301,10.000,-148.051,0.200,0.037,CIRCLE
9.280,-3.042,-0.281,10.815,-2.592,-3.612,-1.301,10.000,-147.318,0.200,0.037,CIRCLE
9.312,-3.047,-0.275,10.832,-2.579,-3.612,-1.301,10.000,-146.585,0.200,0.037,CIRCLE
9.344,-3.051,-0.270,10.849,-2.566,-3.612,-1.301,10.000,-145.851,0.200,0.037,CIRCLE
9.376,-3.056,-0.265,10.866,-2.553,-3.612,-1.301,10.000,-145.118,0.200,0.038,CIRCLE
9.408,-3.061,-0.260,10.882,-2.540,-3.612,-1.301,10.000,-144.384,0.200,0.038,CIRCLE
9.440,-3.066,-0.255,10.899,-2.527,-3.612,-1.301,10.000,-143.651,0.200,0.038,CIRCLE
9.472,-3.072,-0.250,10.915,-2.514,-3.612,-1.301,10.000,-142.918,0.200,0.039,CIRCLE
9.504,-3.077,-0.245,10.932,-2.501,-3.612,-1.301,10.000,-142.184,0.200,0.040,CIRCLE
9.536,-3.082,-0.240,10.948,-2.488,-3.612,-1.301,10.000,-141.451,0.200,0.040,CIRCLE
9.568,-3.088,-0.235,10.964,-2.475,-3.612,-1.301,10.000,-140.717,0.200,0.041,CIRCLE
9.600,-3.093,-0.230,10.979,-2.462,-3.612,-1.301,10.000,-139.984,0.200,0.042,CIRCLE
9.632,-3.099,-0.226,10.995,-2.449,-3.612,-1.301,10.000,-139.251,0.200,0.042,CIRCLE
9.664,-3.104,-0.221,11.011,-2.436,-3.612,-1.301,10.000,-138.517,0.200,0.043,CIRCLE
9.696,-3.110,-0.217,11.026,-2.423,-3.612,-1.301,10.000,-137.784,0.200,0.044,CIRCLE
9.728,-3.116,-0.213,11.042,-2.410,-3.612,-1.301,10.000,-137.050,0.200,0.044,CIRCLE
9.760,-3.122,-0.208,11.057,-2.397,-3.612,-1.301,10.000,-136.317,0.200,0.045,CIRCLE
9.792,-3.128,-0.204,11.072,-2.384,-3.612,-1.301,10.000,-135.584,0.200,0.045,CIRCLE
9.824,-3.134,-0.200,11.087,-2.371,-3.612,-1.301,10.000,-134.850,0.200,0.046,CIRCLE
9.856,-3.140,-0.196,11.102,-2.358,-3.612,-1.301,10.000,-134.117,0.200,0.046,CIRCLE
9.888,-3.146,-0.192,11.116,-2.345,-3.612,-1.301,10.000,-133.384,0.200,0.046,CIRCLE
9.920,-3.152,-0.188,11.131,-2.332,-3.612,-1.301,10.000,-132.650,0.200,0.046,CIRCLE
9.952,-3.158,-0.185,11.145,-2.319,-3.612,-1.301,10.000,-131.917,0.200,0.046,CIRCLE
9.984,-3.164,-0.181,11.159,-2.307,-3.612,-1.301,10.000,-131.183,0.200,0.046,CIRCLE
10.016,-3.171,-0.177,11.173,-2.294,-3.612,-1.301,10.000,-130.450,0.200,0.045,CIRCLE
10.048,-3.177,-0.174,11.187,-2.281,-3.612,-1.301,10.000,-129.717,0.200,0.044,CIRCLE
10.080,-3.183,-0.170,11.201,-2.268,-3.612,-1.301,10.000,-128.983,0.200,0.044,CIRCLE
10.112,-3.190,-0.167,11.215,-2.255,-3.612,-1.301,10.000,-128.250,0.200,0.043,CIRCLE
10.144,-3.196,-0.164,11.228,-2.242,-3.612,-1.301,10.000,-127.516,0.200,0.042,CIRCLE
10.176,-3.202,-0.160,11.242,-2.229,-3.612,-1.301,10.000,-126.783,0.200,0.041,CIRCLE
10.208,-3.209,-0.157,11.255,-2.216,-3.612,-1.301,10.000,-126.050,0.200,0.040,CIRCLE
10.240,-3.215,-0.154,11.268,-2.203,-3.612,-1.301,10.000,-125.316,0.200,0.039,CIRCLE
10.272,-3.222,-0.151,11.281,-2.190,-3.612,-1.301,10.000,-124.583,0.200,0.038,CIRCLE
10.304,-3.228,-0.148,11.293,-2.177,-3.612,-1.301,10.000,-123.850,0.200,0.037,CIRCLE
10.336,-3.235,-0.145,11.306,-2.164,-3.612,-1.301,10.000,-123.116,0.200,0.036,CIRCLE
10.368,-3.241,-0.142,11.318,-2.151,-3.612,-1.301,10.000,-122.383,0.200,0.035,CIRCLE
10.400,-3.248,-0.139,11.331,-2.138,-3.612,-1.301,10.000,-121.649,0.200,0.034,CIRCLE
10.432,-3.254,-0.136,11.343,-2.125,-3.612,-1.301,10.000,-120.916,0.200,0.033,CIRCLE
10.464,-3.261,-0.134,11.355,-2.112,-3.612,-1.301,10.000,-120.183,0.200,0.033,CIRCLE
10.496,-3.267,-0.131,11.367,-2.099,-3.612,-1.301,10.000,-119.449,0.200,0.032,CIRCLE
10.528,-3.274,-0.128,11.378,-2.086,-3.612,-1.301,10.000,-118.716,0.200,0.032,CIRCLE
10.560,-3.280,-0.126,11.390,-2.073,-3.612,-1.301,10.000,-117.982,0.200,0.031,CIRCLE
10.592,-3.287,-0.124,11.401,-2.060,-3.612,-1.301,10.000,-117.249,0.200,0.031,CIRCLE
10.624,-3.293,-0.121,11.412,-2.047,-3.612,-1.301,10.000,-116.516,0.200,0.031,CIRCLE
10.656,-3.300,-0.119,11.424,-2.035,-3.612,-1.301,10.000,-115.782,0.200,0.031,CIRCLE
10.688,-3.307,-0.117,11.435,-2.022,-3.612,-1.301,10.000,-115.049,0.200,0.032,CIRCLE
10.720,-3.313,-0.115,11.446,-2.009,-3.612,-1.301,10.000,-114.315,0.200,0.032,CIRCLE
10.752,-3.320,-0.113,11.456,-1.996,-3.612,-1.301,10.000,-113.582,0.200,0.032,CIRCLE
10.784,-3.327,-0.111,11.467,-1.983,-3.612,-1.301,10.000,-112.849,0.200,0.033,CIRCLE
10.816,-3.334,-0.110,11.478,-1.970,-3.612,-1.301,10.000,-112.115,0.200,0.033,CIRCLE
10.848,-3.341,-0.108,11.488,-1.957,-3.612,-1.301,10.000,-111.382,0.200,0.034,CIRCLE
10.880,-3.347,-0.106,11.499,-1.944,-3.612,-1.301,10.000,-110.649,0.200,0.035,CIRCLE
10.912,-3.354,-0.105,11.509,-1.931,-3.612,-1.301,10.000,-109.915,0.200,0.036,CIRCLE
10.944,-3.361,-0.104,11.519,-1.918,-3.612,-1.301,10.000,-109.182,0.200,0.036,CIRCLE
10.976,-3.368,-0.103,11.529,-1.905,-3.612,-1.301,10.000,-108.448,0.200,0.037,CIRCLE
11.008,-3.376,-0.102,11.540,-1.892,-3.612,-1.301,10.000,-107.715,0.200,0.038,CIRCLE
11.040,-3.383,-0.101,11.549,-1.879,-3.612,-1.301,10.000,-106.982,0.200,0.038,CIRCLE
11.072,-3.390,-0.100,11.559,-1.866,-3.612,-1.301,10.000,-106.248,0.200,0.039,CIRCLE
11.104,-3.397,-0.099,11.569,-1.853,-3.612,-1.301,10.000,-105.515,0.200,0.039,CIRCLE
11.136,-3.404,-0.098,11.579,-1.841,-3.612,-1.301,10.000,-104.781,0.200,0.040,CIRCLE
11.168,-3.412,-0.098,11.588,-1.828,-3.612,-1.301,10.000,-104.048,0.200,0.040,CIRCLE
11.200,-3.419,-0.097,11.598,-1.815,-3.612,-1.301,10.000,-103.315,0.200,0.040,CIRCLE
11.232,-3.426,-0.097,11.607,-1.802,-3.612,-1.301,10.000,-102.581,0.200,0.040,CIRCLE
11.264,-3.433,-0.096,11.617,-1.789,-3.612,-1.301,10.000,-101.848,0.200,0.040,CIRCLE
11.296,-3.441,-0.096,11.626,-1.776,-3.612,-1.301,10.000,-101.115,0.200,0.040,CIRCLE
11.328,-3.448,-0.096,11.635,-1.763,-3.612,-1.301,10.000,-100.381,0.200,0.040,CIRCLE
11.360,-3.455,-0.096,11.644,-1.750,-3.612,-1.301,10.000,-99.648,0.200,0.039,CIRCLE
11.392,-3.463,-0.096,11.653,-1.737,-3.612,-1.301,10.000,-98.914,0.200,0.039,CIRCLE
11.424,-3.470,-0.096,11.661,-1.724,-3.612,-1.301,10.000,-98.181,0.200,0.038,CIRCLE
11.456,-3.477,-0.096,11.670,-1.711,-3.612,-1.301,10.000,-97.448,0.200,0.038,CIRCLE
11.488,-3.484,-0.097,11.678,-1.699,-3.612,-1.301,10.000,-96.714,0.200,0.037,CIRCLE
11.520,-3.492,-0.097,11.687,-1.686,-3.612,-1.301,10.000,-95.981,0.200,0.036,CIRCLE
11.552,-3.499,-0.097,11.695,-1.673,-3.612,-1.301,10.000,-95.247,0.200,0.035,CIRCLE
11.584,-3.506,-0.098,11.703,-1.660,-3.612,-1.301,10.000,-94.514,0.200,0.034,CIRCLE
11.616,-3.513,-0.098,11.711,-1.647,-3.612,-1.301,10.000,-93.781,0.200,0.033,CIRCLE
11.648,-3.520,-0.099,11.719,-1.634,-3.612,-1.301,10.000,-93.047,0.200,0.033,CIRCLE
11.680,-3.527,-0.100,11.727,-1.621,-3.612,-1.301,10.000,-92.314,0.200,0.032,CIRCLE
11.712,-3.534,-0.100,11.734,-1.608,-3.612,-1.301,10.000,-91.581,0.200,0.031,CIRCLE
11.744,-3.541,-0.101,11.742,-1.595,-3.612,-1.301,10.000,-90.847,0.200,0.031,CIRCLE
11.776,-3.548,-0.102,11.749,-1.582,-3.612,-1.301,10.000,-90.114,0.200,0.030,CIRCLE
11.808,-3.555,-0.103,11.756,-1.570,-3.612,-1.301,10.000,-89.380,0.200,0.030,CIRCLE
11.840,-3.562,-0.104,11.763,-1.557,-3.612,-1.301,10.000,-88.647,0.200,0.029,CIRCLE
11.872,-3.568,-0.105,11.770,-1.544,-3.612,-1.301,10.000,-87.914,0.200,0.029,CIRCLE
11.904,-3.575,-0.106,11.777,-1.531,-3.612,-1.301,10.000,-87.180,0.200,0.029,CIRCLE
11.936,-3.582,-0.108,11.784,-1.518,-3.612,-1.301,10.000,-86.447,0.200,0.029,CIRCLE
11.968,-3.588,-0.109,11.791,-1.505,-3.612,-1.301,10.000,-85.713,0.200,0.029,CIRCLE
12.000,-3.595,-0.110,11.797,-1.492,-3.612,-1.301,10.000,-84.980,0.200,0.029,CIRCLE
12.032,-3.602,-0.112,11.804,-1.479,-3.612,-1.301,10.000,-84.247,0.200,0.030,CIRCLE
12.064,-3.608,-0.114,11.810,-1.466,-3.612,-1.301,10.000,-83.513,0.200,0.030,CIRCLE
12.096,-3.615,-0.115,11.816,-1.453,-3.612,-1.301,10.000,-82.780,0.200,0.030,CIRCLE
12.128,-3.621,-0.117,11.823,-1.440,-3.612,-1.301,10.000,-82.046,0.200,0.031,CIRCLE
12.160,-3.628,-0.119,11.829,-1.427,-3.612,-1.301,10.000,-81.313,0.200,0.032,CIRCLE
12.192,-3.635,-0.121,11.835,-1.415,-3.612,-1.301,10.000,-80.580,0.200,0.032,CIRCLE
12.224,-3.641,-0.124,11.841,-1.402,-3.612,-1.301,10.000,-79.846,0.200,0.033,CIRCLE
12.256,-3.648,-0.126,11.847,-1.389,-3.612,-1.301,10.000,-79.113,0.200,0.033,CIRCLE
12.288,-3.654,-0.128,11.853,-1.376,-3.612,-1.301,10.000,-78.380,0.200,0.034,CIRCLE
12.320,-3.661,-0.131,11.858,-1.363,-3.612,-1.301,10.000,-77.646,0.200,0.034,CIRCLE
12.352,-3.667,-0.133,11.864,-1.350,-3.612,-1.301,10.000,-76.913,0.200,0.035,CIRCLE
12.384,-3.674,-0.136,11.870,-1.337,-3.612,-1.301,10.000,-76.179,0.200,0.035,CIRCLE
12.416,-3.680,-0.139,11.875,-1.324,-3.612,-1.301,10.000,-75.446,0.200,0.036,CIRCLE
12.448,-3.687,-0.142,11.881,-1.312,-3.612,-1.301,10.000,-74.713,0.200,0.036,CIRCLE
12.480,-3.693,-0.145,11.886,-1.299,-3.612,-1.301,10.000,-73.979,0.200,0.036,CIRCLE
12.512,-3.700,-0.148,11.892,-1.286,-3.612,-1.301,10.000,-73.246,0.200,0.036,CIRCLE
12.544,-3.706,-0.151,11.897,-1.273,-3.612,-1.301,10.000,-72.512,0.200,0.036,CIRCLE
12.576,-3.713,-0.154,11.902,-1.260,-3.612,-1.301,10.000,-71.779,0.200,0.036,CIRCLE
12.608,-3.719,-0.158,11.907,-1.247,-3.612,-1.301,10.000,-71.046,0.200,0.036,CIRCLE
12.640,-3.726,-0.161,11.912,-1.235,-3.612,-1.301,10.000,-70.312,0.200,0.036,CIRCLE
12.672,-3.732,-0.165,11.917,-1.222,-3.612,-1.301,10.000,-69.579,0.200,0.036,CIRCLE
12.704,-3.739,-0.168,11.921,-1.209,-3.612,-1.301,10.000,-68.846,0.200,0.035,CIRCLE
12.736,-3.745,-0.172,11.926,-1.196,-3.612,-1.301,10.000,-68.112,0.200,0.035,CIRCLE
12.768,-3.751,-0.176,11.931,-1.183,-3.612,-1.301,10.000,-67.379,0.200,0.034,CIRCLE
12.800,-3.757,-0.180,11.935,-1.170,-3.612,-1.301,10.000,-66.645,0.200,0.034,CIRCLE
12.832,-3.763,-0.184,11.939,-1.157,-3.612,-1.301,10.000,-65.912,0.200,0.033,CIRCLE
12.864,-3.769,-0.187,11.943,-1.144,-3.612,-1.301,10.000,-65.179,0.200,0.033,CIRCLE
12.896,-3.775,-0.191,11.947,-1.131,-3.612,-1.301,10.000,-64.445,0.200,0.032,CIRCLE
12.928,-3.781,-0.195,11.951,-1.118,-3.612,-1.301,10.000,-63.712,0.200,0.032,CIRCLE
12.960,-3.787,-0.199,11.955,-1.106,-3.612,-1.301,10.000,-62.978,0.200,0.031,CIRCLE
12.992,-3.793,-0.203,11.959,-1.093,-3.612,-1.301,10.000,-62.245,0.200,0.031,CIRCLE
13.024,-3.799,-0.208,11.963,-1.080,-3.612,-1.301,10.000,-61.512,0.200,0.030,CIRCLE
13.056,-3.804,-0.212,11.966,-1.067,-3.612,-1.301,10.000,-60.778,0.200,0.030,CIRCLE
13.088,-3.810,-0.216,11.970,-1.054,-3.612,-1.301,10.000,-60.045,0.200,0.030,CIRCLE
13.120,-3.815,-0.220,11.973,-1.041,-3.612,-1.301,10.000,-59.311,0.200,0.029,CIRCLE
13.152,-3.820,-0.224,11.976,-1.029,-3.612,-1.301,10.000,-58.578,0.200,0.029,CIRCLE
13.184,-3.825,-0.229,11.979,-1.016,-3.612,-1.301,10.000,-57.845,0.200,0.029,CIRCLE
13.216,-3.831,-0.233,11.983,-1.003,-3.612,-1.301,10.000,-57.111,0.200,0.029,CIRCLE
13.248,-3.836,-0.238,11.985,-0.990,-3.612,-1.301,10.000,-56.378,0.200,0.029,CIRCLE
13.280,-3.840,-0.242,11.988,-0.977,-3.612,-1.301,10.000,-55.645,0.200,0.030,CIRCLE
13.312,-3.845,-0.247,11.991,-0.964,-3.612,-1.301,10.000,-54.911,0.200,0.030,CIRCLE
13.344,-3.850,-0.251,11.994,-0.951,-3.612,-1.301,10.000,-54.178,0.200,0.030,CIRCLE
13.376,-3.855,-0.256,11.997,-0.938,-3.612,-1.301,10.000,-53.444,0.200,0.031,CIRCLE
13.408,-3.859,-0.261,11.999,-0.925,-3.612,-1.301,10.000,-52.711,0.200,0.031,CIRCLE
13.440,-3.864,-0.265,12.002,-0.913,-3.612,-1.301,10.000,-51.978,0.200,0.031,CIRCLE
13.472,-3.869,-0.270,12.004,-0.900,-3.612,-1.301,10.000,-51.244,0.200,0.032,CIRCLE
13.504,-3.873,-0.275,12.006,-0.887,-3.612,-1.301,10.000,-50.511,0.200,0.032,CIRCLE
13.536,-3.877,-0.280,12.009,-0.874,-3.612,-1.301,10.000,-49.777,0.200,0.033,CIRCLE
13.568,-3.882,-0.285,12.011,-0.861,-3.612,-1.301,10.000,-49.044,0.200,0.033,CIRCLE
13.600,-3.886,-0.291,12.013,-0.848,-3.612,-1.301,10.000,-48.311,0.200,0.033,CIRCLE
13.632,-3.890,-0.296,12.015,-0.835,-3.612,-1.301,10.000,-47.577,0.200,0.034,CIRCLE
13.664,-3.895,-0.301,12.017,-0.822,-3.612,-1.301,10.000,-46.844,0.200,0.034,CIRCLE
13.696,-3.899,-0.307,12.019,-0.810,-3.612,-1.301,10.000,-46.111,0.200,0.034,CIRCLE
13.728,-3.903,-0.312,12.021,-0.797,-3.612,-1.301,10.000,-45.377,0.200,0.034,CIRCLE
13.760,-3.907,-0.318,12.022,-0.784,-3.612,-1.301,10.000,-44.644,0.200,0.034,CIRCLE
13.792,-3.911,-0.324,12.024,-0.771,-3.612,-1.301,10.000,-43.910,0.200,0.034,CIRCLE
13.824,-3.915,-0.330,12.026,-0.758,-3.612,-1.301,10.000,-43.177,0.200,0.034,CIRCLE
13.856,-3.919,-0.336,12.027,-0.746,-3.612,-1.301,10.000,-42.444,0.200,0.034,CIRCLE
13.888,-3.923,-0.342,12.029,-0.733,-3.612,-1.301,10.000,-41.710,0.200,0.034,CIRCLE
13.920,-3.927,-0.348,12.030,-0.720,-3.612,-1.301,10.000,-40.977,0.200,0.034,CIRCLE
13.952,-3.931,-0.354,12.031,-0.707,-3.612,-1.301,10.000,-40.243,0.200,0.033,CIRCLE
13.984,-3.935,-0.360,12.032,-0.694,-3.612,-1.301,10.000,-39.510,0.200,0.033,CIRCLE
14.016,-3.938,-0.366,12.033,-0.681,-3.612,-1.301,10.000,-38.777,0.200,0.033,CIRCLE
14.048,-3.942,-0.372,12.034,-0.668,-3.612,-1.301,10.000,-38.043,0.200,0.032,CIRCLE
14.080,-3.945,-0.379,12.035,-0.655,-3.612,-1.301,10.000,-37.310,0.200,0.032,CIRCLE
14.112,-3.949,-0.385,12.036,-0.643,-3.612,-1.301,10.000,-36.577,0.200,0.031,CIRCLE
14.144,-3.952,-0.391,12.036,-0.630,-3.612,-1.301,10.000,-35.843,0.200,0.031,CIRCLE
14.176,-3.956,-0.398,12.037,-0.617,-3.612,-1.301,10.000,-35.110,0.200,0.031,CIRCLE
14.208,-3.959,-0.404,12.037,-0.604,-3.612,-1.301,10.000,-34.376,0.200,0.030,CIRCLE
14.240,-3.962,-0.410,12.038,-0.591,-3.612,-1.301,10.000,-33.643,0.200,0.030,CIRCLE
14.272,-3.965,-0.417,12.038,-0.578,-3.612,-1.301,10.000,-32.910,0.200,0.030,CIRCLE
14.304,-3.968,-0.423,12.038,-0.566,-3.612,-1.301,10.000,-32.176,0.200,0.030,CIRCLE
14.336,-3.971,-0.430,12.038,-0.553,-3.612,-1.301,10.000,-31.443,0.200,0.030,CIRCLE
14.368,-3.973,-0.436,12.038,-0.540,-3.612,-1.301,10.000,-30.709,0.200,0.030,CIRCLE
14.400,-3.976,-0.442,12.038,-0.527,-3.612,-1.301,10.000,-29.976,0.200,0.030,CIRCLE
14.432,-3.979,-0.449,12.038,-0.514,-3.612,-1.301,10.000,-29.243,0.200,0.030,CIRCLE
14.464,-3.981,-0.455,12.037,-0.501,-3.612,-1.301,10.000,-28.509,0.200,0.030,CIRCLE
14.496,-3.983,-0.461,12.037,-0.489,-3.612,-1.301,10.000,-27.776,0.200,0.030,CIRCLE
14.528,-3.985,-0.468,12.036,-0.476,-3.612,-1.301,10.000,-27.042,0.200,0.031,CIRCLE
14.560,-3.987,-0.474,12.036,-0.463,-3.612,-1.301,10.000,-26.309,0.200,0.031,CIRCLE
14.592,-3.989,-0.480,12.035,-0.450,-3.612,-1.301,10.000,-25.576,0.200,0.032,CIRCLE
14.624,-3.991,-0.487,12.035,-0.437,-3.612,-1.301,10.000,-24.842,0.200,0.032,CIRCLE
14.656,-3.993,-0.493,12.034,-0.424,-3.612,-1.301,10.000,-24.109,0.200,0.032,CIRCLE
14.688,-3.994,-0.500,12.033,-0.411,-3.612,-1.301,10.000,-23.376,0.200,0.033,CIRCLE
14.720,-3.996,-0.506,12.032,-0.398,-3.612,-1.301,10.000,-22.642,0.200,0.033,CIRCLE
14.752,-3.997,-0.512,12.031,-0.385,-3.612,-1.301,10.000,-21.909,0.200,0.034,CIRCLE
14.784,-3.999,-0.519,12.030,-0.373,-3.612,-1.301,10.000,-21.175,0.200,0.034,CIRCLE
14.816,-4.000,-0.525,12.029,-0.360,-3.612,-1.301,10.000,-20.442,0.200,0.034,CIRCLE
14.848,-4.001,-0.532,12.028,-0.347,-3.612,-1.301,10.000,-19.709,0.200,0.035,CIRCLE
14.880,-4.002,-0.538,12.026,-0.334,-3.612,-1.301,10.000,-18.975,0.200,0.035,CIRCLE
14.912,-4.003,-0.545,12.025,-0.321,-3.612,-1.301,10.000,-18.242,0.200,0.035,CIRCLE
14.944,-4.004,-0.551,12.023,-0.309,-3.612,-1.301,10.000,-17.508,0.200,0.035,CIRCLE
14.976,-4.005,-0.558,12.022,-0.296,-3.612,-1.301,10.000,-16.775,0.200,0.035,CIRCLE
15.008,-4.006,-0.565,12.020,-0.283,-3.612,-1.301,10.000,-16.042,0.200,0.035,CIRCLE
15.040,-4.007,-0.572,12.019,-0.270,-3.612,-1.301,10.000,-15.308,0.200,0.035,CIRCLE
15.072,-4.007,-0.578,12.017,-0.257,-3.612,-1.301,10.000,-14.575,0.200,0.034,CIRCLE
15.104,-4.008,-0.585,12.015,-0.244,-3.612,-1.301,10.000,-13.842,0.200,0.034,CIRCLE
15.136,-4.008,-0.592,12.013,-0.232,-3.612,-1.301,10.000,-13.108,0.200,0.034,CIRCLE
15.168,-4.009,-0.599,12.011,-0.219,-3.612,-1.301,10.000,-12.375,0.200,0.033,CIRCLE
15.200,-4.009,-0.606,12.009,-0.206,-3.612,-1.301,10.000,-11.641,0.200,0.033,CIRCLE
15.232,-4.010,-0.613,12.006,-0.193,-3.612,-1.301,10.000,-10.908,0.200,0.032,CIRCLE
15.264,-4.010,-0.620,12.004,-0.180,-3.612,-1.301,10.000,-10.175,0.200,0.032,CIRCLE
15.296,-4.010,-0.627,12.002,-0.167,-3.612,-1.301,10.000,-9.441,0.200,0.031,CIRCLE
