time,x,y,z,yaw,setpoint_x,setpoint_y,setpoint_z,setpoint_yaw,setpoint_speed,current_speed,mode
23.424,-2.965,-0.565,9.331,3.087,-3.612,-1.301,10.000,176.839,0.200,0.033,CIRCLE
23.456,-2.966,-0.559,9.316,3.100,-3.612,-1.301,10.000,177.572,0.200,0.033,CIRCLE
23.488,-2.966,-0.552,9.301,3.113,-3.612,-1.301,10.000,178.306,0.200,0.033,CIRCLE
23.520,-2.967,-0.546,9.286,3.125,-3.612,-1.301,10.000,179.039,0.200,0.034,CIRCLE
23.552,-2.968,-0.540,9.272,3.138,-3.612,-1.301,10.000,179.773,0.200,0.034,CIRCLE
23.584,-2.970,-0.533,9.257,-3.132,-3.612,-1.301,10.000,-179.494,0.200,0.035,CIRCLE
23.616,-2.971,-0.527,9.242,-3.119,-3.612,-1.301,10.000,-178.761,0.200,0.035,CIRCLE
23.648,-2.972,-0.521,9.228,-3.106,-3.612,-1.301,10.000,-178.027,0.200,0.036,CIRCLE
23.680,-2.974,-0.515,9.213,-3.094,-3.612,-1.301,10.000,-177.294,0.200,0.036,CIRCLE
23.712,-2.975,-0.508,9.199,-3.081,-3.612,-1.301,10.000,-176.561,0.200,0.037,CIRCLE
23.744,-2.977,-0.502,9.185,-3.068,-3.612,-1.301,10.000,-175.827,0.200,0.037,CIRCLE
23.776,-2.979,-0.496,9.170,-3.055,-3.612,-1.301,10.000,-175.094,0.200,0.037,CIRCLE
23.808,-2.981,-0.490,9.156,-3.042,-3.612,-1.301,10.000,-174.360,0.200,0.038,CIRCLE
23.840,-2.983,-0.483,9.142,-3.030,-3.612,-1.301,10.000,-173.627,0.200,0.038,CIRCLE
23.872,-2.985,-0.477,9.128,-3.017,-3.612,-1.301,10.000,-172.894,0.200,0.038,CIRCLE
23.904,-2.987,-0.471,9.114,-3.004,-3.612,-1.301,10.000,-172.160,0.200,0.038,CIRCLE
23.936,-2.989,-0.464,9.100,-2.991,-3.612,-1.301,10.000,-171.427,0.200,0.038,CIRCLE
23.968,-2.991,-0.458,9.087,-2.979,-3.612,-1.301,10.000,-170.693,0.200,0.038,CIRCLE
24.000,-2.993,-0.452,9.073,-2.966,-3.612,-1.301,10.000,-169.960,0.200,0.038,CIRCLE
24.032,-2.996,-0.445,9.059,-2.953,-3.612,-1.301,10.000,-169.227,0.200,0.037,CIRCLE
24.064,-2.998,-0.439,9.046,-2.940,-3.612,-1.301,10.000,-168.493,0.200,0.037,CIRCLE
24.096,-3.001,-0.432,9.033,-2.927,-3.612,-1.301,10.000,-167.760,0.200,0.036,CIRCLE
24.128,-3.004,-0.426,9.019,-2.915,-3.612,-1.301,10.000,-167.027,0.200,0.036,CIRCLE
24.160,-3.006,-0.420,9.006,-2.902,-3.612,-1.301,10.000,-166.293,0.200,0.035,CIRCLE
24.192,-3.009,-0.413,8.993,-2.889,-3.612,-1.301,10.000,-165.560,0.200,0.035,CIRCLE
24.224,-3.012,-0.407,8.980,-2.876,-3.612,-1.301,10.000,-164.826,0.200,0.034,CIRCLE
24.256,-3.015,-0.400,8.967,-2.863,-3.612,-1.301,10.000,-164.093,0.200,0.033,CIRCLE
24.288,-3.018,-0.394,8.954,-2.850,-3.612,-1.301,10.000,-163.360,0.200,0.033,CIRCLE
24.320,-3.021,-0.388,8.941,-2.838,-3.612,-1.301,10.000,-162.626,0.200,0.032,CIRCLE
24.352,-3.024,-0.381,8.929,-2.825,-3.612,-1.301,10.000,-161.893,0.200,0.032,CIRCLE
24.384,-3.027,-0.375,8.916,-2.812,-3.612,-1.301,10.000,-161.159,0.200,0.032,CIRCLE
24.416,-3.031,-0.369,8.904,-2.799,-3.612,-1.301,10.000,-160.426,0.200,0.031,CIRCLE
24.448,-3.034,-0.363,8.891,-2.786,-3.612,-1.301,10.000,-159.693,0.200,0.031,CIRCLE
24.480,-3.037,-0.357,8.879,-2.774,-3.612,-1.301,10.000,-158.959,0.200,0.031,CIRCLE
24.512,-3.041,-0.351,8.867,-2.761,-3.612,-1.301,10.000,-158.226,0.200,0.031,CIRCLE
24.544,-3.044,-0.345,8.855,-2.748,-3.612,-1.301,10.000,-157.492,0.200,0.031,CIRCLE
24.576,-3.048,-0.339,8.843,-2.735,-3.612,-1.301,10.000,-156.759,0.200,0.031,CIRCLE
24.608,-3.052,-0.333,8.831,-2.723,-3.612,-1.301,10.000,-156.026,0.200,0.031,CIRCLE
24.640,-3.055,-0.328,8.820,-2.710,-3.612,-1.301,10.000,-155.292,0.200,0.031,CIRCLE
24.672,-3.059,-0.322,8.808,-2.697,-3.612,-1.301,10.000,-154.559,0.200,0.032,CIRCLE
24.704,-3.063,-0.317,8.797,-2.684,-3.612,-1.301,10.000,-153.826,0.200,0.032,CIRCLE
24.736,-3.067,-0.311,8.786,-2.671,-3.612,-1.301,10.000,-153.092,0.200,0.033,CIRCLE
24.768,-3.071,-0.306,8.775,-2.659,-3.612,-1.301,10.000,-152.359,0.200,0.033,CIRCLE
24.800,-3.075,-0.301,8.764,-2.646,-3.612,-1.301,10.000,-151.625,0.200,0.034,CIRCLE
24.832,-3.079,-0.296,8.753,-2.633,-3.612,-1.301,10.000,-150.892,0.200,0.034,CIRCLE
24.864,-3.083,-0.291,8.743,-2.620,-3.612,-1.301,10.000,-150.159,0.200,0.035,CIRCLE
24.896,-3.087,-0.286,8.732,-2.607,-3.612,-1.301,10.000,-149.425,0.200,0.036,CIRCLE
24.928,-3.092,-0.281,8.722,-2.594,-3.612,-1.301,10.000,-148.692,0.200,0.036,CIRCLE
24.960,-3.096,-0.276,8.712,-2.581,-3.612,-1.301,10.000,-147.958,0.200,0.037,CIRCLE
24.992,-3.100,-0.272,8.702,-2.569,-3.612,-1.301,10.000,-147.225,0.200,0.037,CIRCLE
25.024,-3.105,-0.267,8.692,-2.556,-3.612,-1.301,10.000,-146.492,0.200,0.037,CIRCLE
25.056,-3.109,-0.262,8.683,-2.543,-3.612,-1.301,10.000,-145.758,0.200,0.038,CIRCLE
25.088,-3.114,-0.258,8.673,-2.530,-3.612,-1.301,10.000,-145.025,0.200,0.038,CIRCLE
25.120,-3.119,-0.253,8.664,-2.517,-3.612,-1.301,10.000,-144.292,0.200,0.038,CIRCLE
25.152,-3.124,-0.249,8.655,-2.505,-3.612,-1.301,10.000,-143.558,0.200,0.038,CIRCLE
25.184,-3.129,-0.245,8.646,-2.492,-3.612,-1.301,10.000,-142.825,0.200,0.038,CIRCLE
25.216,-3.134,-0.240,8.638,-2.479,-3.612,-1.301,10.000,-142.091,0.200,0.038,CIRCLE
25.248,-3.139,-0.236,8.629,-2.466,-3.612,-1.301,10.000,-141.358,0.200,0.037,CIRCLE
25.280,-3.144,-0.231,8.621,-2.454,-3.612,-1.301,10.000,-140.625,0.200,0.037,CIRCLE
25.312,-3.149,-0.227,8.613,-2.441,-3.612,-1.301,10.000,-139.891,0.200,0.037,CIRCLE
25.344,-3.154,-0.223,8.605,-2.428,-3.612,-1.301,10.000,-139.158,0.200,0.036,CIRCLE
25.376,-3.159,-0.219,8.597,-2.415,-3.612,-1.301,10.000,-138.424,0.200,0.035,CIRCLE
25.408,-3.165,-0.214,8.589,-2.403,-3.612,-1.301,10.000,-137.691,0.200,0.035,CIRCLE
25.440,-3.170,-0.210,8.581,-2.390,-3.612,-1.301,10.000,-136.958,0.200,0.034,CIRCLE
25.472,-3.176,-0.206,8.574,-2.377,-3.612,-1.301,10.000,-136.224,0.200,0.033,CIRCLE
25.504,-3.181,-0.202,8.567,-2.364,-3.612,-1.301,10.000,-135.491,0.200,0.032,CIRCLE
25.536,-3.187,-0.198,8.560,-2.351,-3.612,-1.301,10.000,-134.757,0.200,0.032,CIRCLE
25.568,-3.192,-0.194,8.553,-2.338,-3.612,-1.301,10.000,-134.024,0.200,0.031,CIRCLE
25.600,-3.198,-0.190,8.546,-2.325,-3.612,-1.301,10.000,-133.291,0.200,0.030,CIRCLE
25.632,-3.204,-0.186,8.539,-2.313,-3.612,-1.301,10.000,-132.557,0.200,0.030,CIRCLE
25.664,-3.209,-0.182,8.533,-2.300,-3.612,-1.301,10.000,-131.824,0.200,0.029,CIRCLE
25.696,-3.215,-0.178,8.527,-2.287,-3.612,-1.301,10.000,-131.091,0.200,0.029,CIRCLE
25.728,-3.221,-0.175,8.520,-2.274,-3.612,-1.301,10.000,-130.357,0.200,0.029,CIRCLE
25.760,-3.227,-0.171,8.515,-2.261,-3.612,-1.301,10.000,-129.624,0.200,0.029,CIRCLE
25.792,-3.233,-0.167,8.509,-2.249,-3.612,-1.301,10.000,-128.890,0.200,0.029,CIRCLE
25.824,-3.238,-0.164,8.503,-2.236,-3.612,-1.301,10.000,-128.157,0.200,0.029,CIRCLE
25.856,-3.244,-0.161,8.498,-2.223,-3.612,-1.301,10.000,-127.424,0.200,0.029,CIRCLE
25.888,-3.250,-0.157,8.493,-2.210,-3.612,-1.301,10.000,-126.690,0.200,0.029,CIRCLE
25.920,-3.256,-0.154,8.488,-2.198,-3.612,-1.301,10.000,-125.957,0.200,0.030,CIRCLE
25.952,-3.262,-0.151,8.483,-2.185,-3.612,-1.301,10.000,-125.223,0.200,0.030,CIRCLE
25.984,-3.268,-0.148,8.479,-2.172,-3.612,-1.301,10.000,-124.490,0.200,0.031,CIRCLE
26.016,-3.274,-0.145,8.474,-2.159,-3.612,-1.301,10.000,-123.757,0.200,0.031,CIRCLE
26.048,-3.280,-0.143,8.470,-2.146,-3.612,-1.301,10.000,-123.023,0.200,0.032,CIRCLE
26.080,-3.287,-0.140,8.466,-2.134,-3.612,-1.301,10.000,-122.290,0.200,0.033,CIRCLE
26.112,-3.293,-0.137,8.463,-2.121,-3.612,-1.301,10.000,-121.557,0.200,0.033,CIRCLE
26.144,-3.299,-0.135,8.460,-2.108,-3.612,-1.301,10.000,-120.823,0.200,0.034,CIRCLE
26.176,-3.305,-0.133,8.456,-2.095,-3.612,-1.301,10.000,-120.090,0.200,0.035,CIRCLE
26.208,-3.311,-0.131,8.454,-2.082,-3.612,-1.301,10.000,-119.356,0.200,0.035,CIRCLE
26.240,-3.317,-0.129,8.451,-2.069,-3.612,-1.301,10.000,-118.623,0.200,0.036,CIRCLE
26.272,-3.324,-0.127,8.448,-2.056,-3.612,-1.301,10.000,-117.890,0.200,0.037,CIRCLE
26.304,-3.330,-0.125,8.446,-2.044,-3.612,-1.301,10.000,-117.156,0.200,0.037,CIRCLE
26.336,-3.336,-0.123,8.444,-2.031,-3.612,-1.301,10.000,-116.423,0.200,0.038,CIRCLE
26.368,-3.343,-0.121,8.443,-2.018,-3.612,-1.301,10.000,-115.689,0.200,0.038,CIRCLE
26.400,-3.349,-0.120,8.441,-2.005,-3.612,-1.301,10.000,-114.956,0.200,0.038,CIRCLE
26.432,-3.355,-0.118,8.440,-1.993,-3.612,-1.301,10.000,-114.223,0.200,0.038,CIRCLE
26.464,-3.362,-0.117,8.439,-1.980,-3.612,-1.301,10.000,-113.489,0.200,0.038,CIRCLE
26.496,-3.368,-0.115,8.438,-1.967,-3.612,-1.301,10.000,-112.756,0.200,0.038,CIRCLE
26.528,-3.375,-0.114,8.437,-1.954,-3.612,-1.301,10.000,-112.023,0.200,0.038,CIRCLE
26.560,-3.381,-0.113,8.437,-1.942,-3.612,-1.301,10.000,-111.289,0.200,0.037,CIRCLE
26.592,-3.388,-0.111,8.436,-1.929,-3.612,-1.301,10.000,-110.556,0.200,0.037,CIRCLE
26.624,-3.394,-0.110,8.436,-1.916,-3.612,-1.301,10.000,-109.822,0.200,0.036,CIRCLE
26.656,-3.401,-0.109,8.437,-1.903,-3.612,-1.301,10.000,-109.089,0.200,0.035,CIRCLE
26.688,-3.408,-0.108,8.437,-1.890,-3.612,-1.301,10.000,-108.356,0.200,0.035,CIRCLE
26.720,-3.414,-0.107,8.438,-1.878,-3.612,-1.301,10.000,-107.622,0.200,0.034,CIRCLE
26.752,-3.421,-0.106,8.438,-1.865,-3.612,-1.301,10.000,-106.889,0.200,0.033,CIRCLE
26.784,-3.428,-0.105,8.439,-1.852,-3.612,-1.301,10.000,-106.155,0.200,0.032,CIRCLE
26.816,-3.434,-0.105,8.440,-1.839,-3.612,-1.301,10.000,-105.422,0.200,0.031,CIRCLE
26.848,-3.441,-0.104,8.442,-1.826,-3.612,-1.301,10.000,-104.689,0.200,0.030,CIRCLE
26.880,-3.448,-0.103,8.443,-1.813,-3.612,-1.301,10.000,-103.955,0.200,0.030,CIRCLE
26.912,-3.455,-0.102,8.445,-1.801,-3.612,-1.301,10.000,-103.222,0.200,0.029,CIRCLE
26.944,-3.461,-0.102,8.447,-1.788,-3.612,-1.301,10.000,-102.488,0.200,0.028,CIRCLE
26.976,-3.468,-0.101,8.449,-1.775,-3.612,-1.301,10.000,-101.755,0.200,0.028,CIRCLE
27.008,-3.475,-0.101,8.452,-1.762,-3.612,-1.301,10.000,-101.022,0.200,0.027,CIRCLE
27.040,-3.482,-0.101,8.455,-1.749,-3.612,-1.301,10.000,-100.288,0.200,0.027,CIRCLE
27.072,-3.488,-0.100,8.457,-1.737,-3.612,-1.301,10.000,-99.555,0.200,0.027,CIRCLE
27.104,-3.495,-0.100,8.461,-1.724,-3.612,-1.301,10.000,-98.822,0.200,0.027,CIRCLE
27.136,-3.502,-0.100,8.464,-1.711,-3.612,-1.301,10.000,-98.088,0.200,0.027,CIRCLE
27.168,-3.509,-0.100,8.467,-1.698,-3.612,-1.301,10.000,-97.355,0.200,0.027,CIRCLE
27.200,-3.515,-0.100,8.471,-1.685,-3.612,-1.301,10.000,-96.621,0.200,0.028,CIRCLE
27.232,-3.522,-0.101,8.475,-1.673,-3.612,-1.301,10.000,-95.888,0.200,0.028,CIRCLE
27.264,-3.529,-0.101,8.480,-1.660,-3.612,-1.301,10.000,-95.155,0.200,0.029,CIRCLE
27.296,-3.535,-0.101,8.484,-1.647,-3.612,-1.301,10.000,-94.421,0.200,0.029,CIRCLE
27.328,-3.542,-0.102,8.489,-1.634,-3.612,-1.301,10.000,-93.688,0.200,0.030,CIRCLE
27.360,-3.548,-0.102,8.494,-1.621,-3.612,-1.301,10.000,-92.954,0.200,0.031,CIRCLE
27.392,-3.555,-0.103,8.500,-1.609,-3.612,-1.301,10.000,-92.221,0.200,0.032,CIRCLE
27.424,-3.561,-0.104,8.505,-1.596,-3.612,-1.301,10.000,-91.488,0.200,0.032,CIRCLE
27.456,-3.568,-0.105,8.511,-1.583,-3.612,-1.301,10.000,-90.754,0.200,0.033,CIRCLE
27.488,-3.574,-0.106,8.517,-1.570,-3.612,-1.301,10.000,-90.021,0.200,0.034,CIRCLE
27.520,-3.581,-0.107,8.524,-1.557,-3.612,-1.301,10.000,-89.288,0.200,0.035,CIRCLE
27.552,-3.587,-0.109,8.530,-1.544,-3.612,-1.301,10.000,-88.554,0.200,0.036,CIRCLE
27.584,-3.594,-0.110,8.537,-1.532,-3.612,-1.301,10.000,-87.821,0.200,0.036,CIRCLE
27.616,-3.600,-0.112,8.544,-1.519,-3.612,-1.301,10.000,-87.087,0.200,0.037,CIRCLE
27.648,-3.607,-0.113,8.552,-1.506,-3.612,-1.301,10.000,-86.354,0.200,0.037,CIRCLE
27.680,-3.613,-0.115,8.560,-1.493,-3.612,-1.301,10.000,-85.621,0.200,0.038,CIRCLE
27.712,-3.620,-0.117,8.568,-1.481,-3.612,-1.301,10.000,-84.887,0.200,0.038,CIRCLE
27.744,-3.626,-0.119,8.576,-1.468,-3.612,-1.301,10.000,-84.154,0.200,0.038,CIRCLE
27.776,-3.632,-0.121,8.584,-1.455,-3.612,-1.301,10.000,-83.420,0.200,0.038,CIRCLE
27.808,-3.639,-0.123,8.593,-1.442,-3.612,-1.301,10.000,-82.687,0.200,0.038,CIRCLE
27.840,-3.645,-0.125,8.602,-1.430,-3.612,-1.301,10.000,-81.954,0.200,0.038,CIRCLE
27.872,-3.651,-0.127,8.611,-1.417,-3.612,-1.301,10.000,-81.220,0.200,0.037,CIRCLE
27.904,-3.658,-0.129,8.620,-1.404,-3.612,-1.301,10.000,-80.487,0.200,0.037,CIRCLE
27.936,-3.664,-0.132,8.629,-1.391,-3.612,-1.301,10.000,-79.754,0.200,0.036,CIRCLE
27.968,-3.670,-0.134,8.639,-1.378,-3.612,-1.301,10.000,-79.020,0.200,0.035,CIRCLE
28.000,-3.677,-0.136,8.649,-1.366,-3.612,-1.301,10.000,-78.287,0.200,0.034,CIRCLE
28.032,-3.683,-0.139,8.659,-1.353,-3.612,-1.301,10.000,-77.553,0.200,0.034,CIRCLE
28.064,-3.689,-0.141,8.669,-1.340,-3.612,-1.301,10.000,-76.820,0.200,0.033,CIRCLE
28.096,-3.695,-0.144,8.680,-1.327,-3.612,-1.301,10.000,-76.087,0.200,0.032,CIRCLE
28.128,-3.701,-0.147,8.691,-1.314,-3.612,-1.301,10.000,-75.353,0.200,0.031,CIRCLE
28.160,-3.707,-0.149,8.701,-1.301,-3.612,-1.301,10.000,-74.620,0.200,0.030,CIRCLE
28.192,-3.714,-0.152,8.712,-1.289,-3.612,-1.301,10.000,-73.886,0.200,0.029,CIRCLE
28.224,-3.720,-0.155,8.724,-1.276,-3.612,-1.301,10.000,-73.153,0.200,0.028,CIRCLE
28.256,-3.726,-0.158,8.735,-1.263,-3.612,-1.301,10.000,-72.420,0.200,0.028,CIRCLE
28.288,-3.732,-0.161,8.747,-1.250,-3.612,-1.301,10.000,-71.686,0.200,0.027,CIRCLE
28.320,-3.738,-0.164,8.758,-1.237,-3.612,-1.301,10.000,-70.953,0.200,0.027,CIRCLE
28.352,-3.743,-0.167,8.771,-1.225,-3.612,-1.301,10.000,-70.219,0.200,0.026,CIRCLE
28.384,-3.749,-0.170,8.783,-1.212,-3.612,-1.301,10.000,-69.486,0.200,0.026,CIRCLE
28.416,-3.755,-0.173,8.795,-1.199,-3.612,-1.301,10.000,-68.753,0.200,0.026,CIRCLE
28.448,-3.761,-0.176,8.808,-1.186,-3.612,-1.301,10.000,-68.019,0.200,0.026,CIRCLE
28.480,-3.766,-0.179,8.821,-1.174,-3.612,-1.301,10.000,-67.286,0.200,0.026,CIRCLE
28.512,-3.772,-0.183,8.834,-1.161,-3.612,-1.301,10.000,-66.553,0.200,0.027,CIRCLE
28.544,-3.778,-0.186,8.847,-1.148,-3.612,-1.301,10.000,-65.819,0.200,0.027,CIRCLE
28.576,-3.783,-0.190,8.861,-1.135,-3.612,-1.301,10.000,-65.086,0.200,0.028,CIRCLE
28.608,-3.788,-0.193,8.874,-1.122,-3.612,-1.301,10.000,-64.352,0.200,0.029,CIRCLE
28.640,-3.794,-0.197,8.888,-1.109,-3.612,-1.301,10.000,-63.619,0.200,0.029,CIRCLE
28.672,-3.799,-0.201,8.903,-1.097,-3.612,-1.301,10.000,-62.886,0.200,0.030,CIRCLE
28.704,-3.804,-0.205,8.917,-1.084,-3.612,-1.301,10.000,-62.152,0.200,0.031,CIRCLE
28.736,-3.810,-0.209,8.931,-1.071,-3.612,-1.301,10.000,-61.419,0.200,0.032,CIRCLE
28.768,-3.815,-0.213,8.946,-1.058,-3.612,-1.301,10.000,-60.685,0.200,0.033,CIRCLE
28.800,-3.820,-0.217,8.961,-1.045,-3.612,-1.301,10.000,-59.952,0.200,0.034,CIRCLE
28.832,-3.825,-0.221,8.976,-1.032,-3.612,-1.301,10.000,-59.219,0.200,0.035,CIRCLE
28.864,-3.830,-0.226,8.990,-1.020,-3.612,-1.301,10.000,-58.485,0.200,0.036,CIRCLE
28.896,-3.835,-0.230,9.005,-1.007,-3.612,-1.301,10.000,-57.752,0.200,0.037,CIRCLE
28.928,-3.839,-0.235,9.020,-0.994,-3.612,-1.301,10.000,-57.019,0.200,0.038,CIRCLE
28.960,-3.844,-0.239,9.035,-0.981,-3.612,-1.301,10.000,-56.285,0.200,0.039,CIRCLE
28.992,-3.849,-0.244,9.050,-0.969,-3.612,-1.301,10.000,-55.552,0.200,0.039,CIRCLE
29.024,-3.854,-0.249,9.064,-0.956,-3.612,-1.301,10.000,-54.818,0.200,0.040,CIRCLE
29.056,-3.858,-0.254,9.079,-0.943,-3.612,-1.301,10.000,-54.085,0.200,0.040,CIRCLE
29.088,-3.863,-0.259,9.094,-0.930,-3.612,-1.301,10.000,-53.352,0.200,0.040,CIRCLE
29.120,-3.867,-0.264,9.108,-0.918,-3.612,-1.301,10.000,-52.618,0.200,0.040,CIRCLE
29.152,-3.872,-0.269,9.123,-0.905,-3.612,-1.301,10.000,-51.885,0.200,0.040,CIRCLE
29.184,-3.876,-0.274,9.137,-0.892,-3.612,-1.301,10.000,-51.151,0.200,0.039,CIRCLE
29.216,-3.881,-0.280,9.151,-0.879,-3.612,-1.301,10.000,-50.418,0.200,0.039,CIRCLE
29.248,-3.885,-0.285,9.165,-0.866,-3.612,-1.301,10.000,-49.685,0.200,0.038,CIRCLE
29.280,-3.889,-0.290,9.179,-0.854,-3.612,-1.301,10.000,-48.951,0.200,0.037,CIRCLE
29.312,-3.893,-0.296,9.193,-0.841,-3.612,-1.301,10.000,-48.218,0.200,0.036,CIRCLE
29.344,-3.898,-0.301,9.206,-0.828,-3.612,-1.301,10.000,-47.484,0.200,0.035,CIRCLE
29.376,-3.902,-0.306,9.220,-0.815,-3.612,-1.301,10.000,-46.751,0.200,0.034,CIRCLE
29.408,-3.906,-0.312,9.233,-0.802,-3.612,-1.301,10.000,-46.018,0.200,0.033,CIRCLE
29.440,-3.910,-0.317,9.246,-0.789,-3.612,-1.301,10.000,-45.284,0.200,0.032,CIRCLE
29.472,-3.914,-0.323,9.259,-0.777,-3.612,-1.301,10.000,-44.551,0.200,0.031,CIRCLE
29.504,-3.918,-0.328,9.272,-0.764,-3.612,-1.301,10.000,-43.818,0.200,0.030,CIRCLE
29.536,-3.922,-0.333,9.285,-0.751,-3.612,-1.301,10.000,-43.084,0.200,0.029,CIRCLE
29.568,-3.925,-0.339,9.297,-0.738,-3.612,-1.301,10.000,-42.351,0.200,0.028,CIRCLE
29.600,-3.929,-0.344,9.309,-0.726,-3.612,-1.301,10.000,-41.617,0.200,0.027,CIRCLE
29.632,-3.932,-0.350,9.321,-0.713,-3.612,-1.301,10.000,-40.884,0.200,0.027,CIRCLE
29.664,-3.936,-0.355,9.333,-0.700,-3.612,-1.301,10.000,-40.151,0.200,0.027,CIRCLE
29.696,-3.939,-0.361,9.345,-0.687,-3.612,-1.301,10.000,-39.417,0.200,0.027,CIRCLE
29.728,-3.943,-0.366,9.357,-0.675,-3.612,-1.301,10.000,-38.684,0.200,0.027,CIRCLE
29.760,-3.946,-0.372,9.369,-0.662,-3.612,-1.301,10.000,-37.950,0.200,0.027,CIRCLE
29.792,-3.949,-0.377,9.380,-0.649,-3.612,-1.301,10.000,-37.217,0.200,0.027,CIRCLE
29.824,-3.952,-0.383,9.391,-0.636,-3.612,-1.301,10.000,-36.484,0.200,0.028,CIRCLE
29.856,-3.955,-0.389,9.403,-0.623,-3.612,-1.301,10.000,-35.750,0.200,0.028,CIRCLE
29.888,-3.958,-0.394,9.414,-0.610,-3.612,-1.301,10.000,-35.017,0.200,0.029,CIRCLE
29.920,-3.961,-0.400,9.425,-0.598,-3.612,-1.301,10.000,-34.284,0.200,0.030,CIRCLE
29.952,-3.963,-0.406,9.436,-0.585,-3.612,-1.301,10.000,-33.550,0.200,0.031,CIRCLE
29.984,-3.966,-0.412,9.447,-0.572,-3.612,-1.301,10.000,-32.817,0.200,0.032,CIRCLE
30.016,-3.968,-0.418,9.457,-0.559,-3.612,-1.301,10.000,-32.083,0.200,0.033,CIRCLE
30.048,-3.971,-0.424,9.468,-0.546,-3.612,-1.301,10.000,-31.350,0.200,0.034,CIRCLE
30.080,-3.973,-0.430,9.479,-0.533,-3.612,-1.301,10.000,-30.617,0.200,0.036,CIRCLE
30.112,-3.975,-0.436,9.489,-0.520,-3.612,-1.301,10.000,-29.883,0.200,0.037,CIRCLE
30.144,-3.977,-0.442,9.500,-0.508,-3.612,-1.301,10.000,-29.150,0.200,0.038,CIRCLE
30.176,-3.979,-0.448,9.510,-0.495,-3.612,-1.301,10.000,-28.416,0.200,0.039,CIRCLE
30.208,-3.981,-0.455,9.520,-0.482,-3.612,-1.301,10.000,-27.683,0.200,0.040,CIRCLE
30.240,-3.983,-0.461,9.530,-0.469,-3.612,-1.301,10.000,-26.950,0.200,0.040,CIRCLE
30.272,-3.985,-0.468,9.540,-0.457,-3.612,-1.301,10.000,-26.216,0.200,0.041,CIRCLE
30.304,-3.986,-0.474,9.550,-0.444,-3.612,-1.301,10.000,-25.483,0.200,0.041,CIRCLE
30.336,-3.988,-0.481,9.560,-0.431,-3.612,-1.301,10.000,-24.750,0.200,0.042,CIRCLE
30.368,-3.989,-0.488,9.570,-0.419,-3.612,-1.301,10.000,-24.016,0.200,0.042,CIRCLE
30.400,-3.991,-0.494,9.580,-0.406,-3.612,-1.301,10.000,-23.283,0.200,0.042,CIRCLE
30.432,-3.992,-0.501,9.589,-0.393,-3.612,-1.301,10.000,-22.549,0.200,0.042,CIRCLE
30.464,-3.993,-0.508,9.599,-0.380,-3.612,-1.301,10.000,-21.816,0.200,0.041,CIRCLE
30.496,-3.995,-0.515,9.608,-0.368,-3.612,-1.301,10.000,-21.083,0.200,0.041,CIRCLE
30.528,-3.996,-0.522,9.617,-0.355,-3.612,-1.301,10.000,-20.349,0.200,0.040,CIRCLE
30.560,-3.997,-0.529,9.626,-0.342,-3.612,-1.301,10.000,-19.616,0.200,0.039,CIRCLE
30.592,-3.998,-0.535,9.635,-0.329,-3.612,-1.301,10.000,-18.882,0.200,0.039,CIRCLE
30.624,-3.999,-0.542,9.644,-0.316,-3.612,-1.301,10.000,-18.149,0.200,0.038,CIRCLE
30.656,-4.000,-0.549,9.653,-0.303,-3.612,-1.301,10.000,-17.416,0.200,0.037,CIRCLE
30.688,-4.001,-0.556,9.661,-0.290,-3.612,-1.301,10.000,-16.682,0.200,0.036,CIRCLE
30.720,-4.002,-0.563,9.669,-0.278,-3.612,-1.301,10.000,-15.949,0.200,0.035,CIRCLE
30.752,-4.002,-0.570,9.678,-0.265,-3.612,-1.301,10.000,-15.215,0.200,0.034,CIRCLE
30.784,-4.003,-0.576,9.686,-0.252,-3.612,-1.301,10.000,-14.482,0.200,0.033,CIRCLE
30.816,-4.003,-0.583,9.694,-0.239,-3.612,-1.301,10.000,-13.749,0.200,0.032,CIRCLE
